marital_status,living_area_sqm,children_count,monthly_income,income_source,total_expenses,dti_ratio,avg_monthly_turnover,has_credit_card,num_credit_contracts,num_closed_loans,total_overdue_days,max_overdue_days,num_past_delinquencies,has_bankruptcy,avg_transaction_amount,num_transactions_monthly,premium_category,uses_mobile_banking,uses_investment_products,has_autopayment,employment_type,employer_industry,position_level,work_experience_total_years,has_business,business_profit,owns_car,car_value,owns_real_estate,real_estate_count,owns_land,loan_purpose,requested_amount,approved_amount,loan_rate,monthly_payment,payment_to_income_ratio,collateral_type,has_guarantor,has_higher_education,is_salary_client,is_premium_client,client_segment,tenure_months,Risk_Cluster
single,92,1,113918,business,75314,0.13,150091,1,2,2,0,11,0,0,5705,4,utilities,1,0,1,private,construction,manager,14,1,463992,1,1001573,1,0,0,repair,113980,97043,14.6,20516,0.18,car,1,1,0,0,mass_premium,87,0.0
single,57,1,111013,salary,60143,0.11,205743,1,2,0,1,7,0,0,100,11,goods,1,0,0,private,education,specialist,19,0,0,0,0,1,0,1,repair,965716,882737,19.8,7273,0.066,car,0,1,0,0,private,30,1.0
married,40,0,63390,salary,40682,0.58,69897,1,0,1,4,1,1,0,1246,7,goods,0,0,0,private,construction,specialist,19,0,0,0,0,0,0,0,car,140124,104990,27.6,14698,0.232,real_estate,0,1,1,0,mass,176,0.0
married,63,1,69668,salary,40779,0.22,114959,0,5,3,4,1,0,0,6037,12,goods,1,0,1,private,retail,specialist,10,0,0,1,2042671,0,0,1,car,34893,31441,25.6,18929,0.272,none,0,0,0,0,mass,78,0.0
married,70,2,123959,salary,54605,0.2,295486,1,1,2,12,7,0,0,3623,4,restaurants,1,0,1,private,IT,specialist,21,0,0,1,1853198,0,0,0,repair,63643,47967,25.6,40403,0.326,none,0,1,0,0,mass,197,0.0
married,34,0,107042,salary,89226,0.27,254912,0,2,0,3,7,1,0,3086,2,travel,1,0,0,individual_entrepreneur,construction,specialist,15,1,113961,1,1251979,0,1,0,car,180836,175052,28.7,10197,0.095,none,0,1,1,0,mass_premium,47,0.0
single,31,0,112867,pension,61025,0.16,158385,0,2,1,14,13,0,0,6729,4,restaurants,1,0,0,private,retail,specialist,13,0,0,1,2395292,0,1,0,car,256751,208986,15.8,16252,0.144,none,0,0,0,1,mass,207,0.0
single,76,2,160488,business,113093,0.13,269209,1,0,1,31,3,0,0,4640,16,goods,1,0,1,private,medicine,specialist,26,0,0,1,1322270,1,0,0,car,136890,131952,22.8,24526,0.153,none,0,1,0,0,mass,177,0.0
married,54,1,89154,salary,61061,0.62,101394,1,1,2,25,5,2,0,2966,7,travel,1,0,0,private,manufacturing,manager,1,0,0,1,3727650,1,2,0,education,255378,195455,28.7,6237,0.07,none,0,0,1,0,private,151,0.0
married,60,1,81398,business,40665,0.28,200522,1,4,0,19,38,1,0,1201,2,goods,0,0,0,private,education,specialist,13,1,64339,0,0,1,1,1,car,256221,189778,24.2,15287,0.188,car,0,1,1,0,mass,60,0.0
married,56,1,117527,salary,48771,0.45,197889,1,4,1,1,25,2,0,1812,6,goods,1,0,1,individual_entrepreneur,construction,specialist,11,1,130982,1,200000,1,0,0,car,88521,64679,26.4,16736,0.142,none,0,0,1,0,mass,213,0.0
single,103,1,139573,salary,115631,0.61,160611,1,3,3,4,9,1,0,2989,4,goods,1,0,1,government,manufacturing,specialist,2,0,0,1,200000,1,0,0,repair,86793,82077,29.9,8345,0.06,none,0,1,1,0,mass,10,0.0
married,96,0,48601,salary,31534,0.69,108676,1,1,3,6,13,0,0,884,14,travel,1,0,1,government,finance,specialist,14,0,0,1,1497920,1,0,0,car,132553,94178,24.1,23650,0.487,real_estate,0,0,0,0,mass,126,0.0
married,34,1,62934,salary,38215,0.51,95322,1,1,2,16,22,2,0,1711,4,goods,1,1,0,private,education,specialist,18,0,0,1,200000,1,0,0,refinancing,121324,98281,27.5,3911,0.062,none,0,0,1,0,mass_premium,19,0.0
married,51,1,34350,salary,26842,0.67,64627,1,0,1,5,8,1,0,1560,4,travel,1,0,0,private,finance,specialist,23,0,0,0,0,1,2,1,repair,346475,314351,19.4,21716,0.632,none,0,1,0,0,mass,25,0.0
single,86,0,81996,salary,34157,0.35,183184,1,1,2,0,36,0,0,10373,7,goods,0,0,0,self_employed,medicine,manager,27,0,0,1,2057230,0,4,0,education,370557,287374,23.3,3000,0.037,car,0,0,1,0,mass,208,0.0
divorced,80,2,101124,salary,79140,0.57,134054,0,2,0,22,3,0,0,1968,9,utilities,1,0,0,government,manufacturing,manager,9,0,0,0,0,1,1,0,repair,444853,355844,23.4,28249,0.279,none,0,0,0,0,mass_premium,152,1.0
married,63,3,36789,salary,22237,0.66,65574,0,1,0,33,1,0,0,1701,15,travel,1,0,0,private,manufacturing,manager,0,1,223656,1,2687974,0,1,1,emergency,312231,249432,13.9,9716,0.264,none,1,0,0,0,mass,158,0.0
married,36,1,109682,salary,74124,0.13,98209,0,1,2,17,7,0,0,2788,8,restaurants,1,0,0,private,finance,manager,13,0,0,1,481605,1,2,1,car,30000,27623,26.8,8875,0.081,none,0,0,0,0,mass,86,0.0
widowed,47,1,54133,salary,42019,0.29,64890,1,1,2,6,5,1,0,4592,3,utilities,0,0,1,government,finance,specialist,20,0,0,0,0,1,0,0,car,219555,206504,16.8,15750,0.291,none,1,0,0,0,mass,122,0.0
married,52,2,51282,salary,34533,0.54,53122,1,0,0,15,6,1,0,3174,2,utilities,0,1,0,individual_entrepreneur,manufacturing,specialist,7,0,0,0,0,1,1,0,education,51434,34260,25.4,27273,0.532,none,0,1,0,1,mass,72,0.0
single,71,1,109547,salary,47202,0.29,207605,0,2,4,18,1,0,0,3102,3,goods,1,0,1,government,education,specialist,14,0,0,1,1481825,1,1,0,repair,439085,310418,20.4,3000,0.027,real_estate,0,1,0,1,mass_premium,233,1.0
married,107,0,48120,salary,36778,0.11,59327,1,2,1,2,35,1,1,1961,6,goods,1,0,1,private,IT,specialist,1,1,35372,1,1624238,1,0,0,repair,287028,241375,23.9,18134,0.377,car,0,1,0,0,mass,122,2.0
single,47,0,20877,salary,16559,0.58,43674,1,2,1,27,8,0,0,495,0,travel,1,0,1,private,education,specialist,7,0,0,0,0,1,0,0,car,143350,99599,29.7,11628,0.557,guarantor,0,1,1,1,mass_premium,169,0.0
married,39,0,96027,salary,60587,0.2,201074,1,1,1,20,19,1,0,2125,11,restaurants,0,0,1,private,medicine,specialist,11,0,0,1,735698,1,1,0,repair,248741,236252,30.3,23411,0.244,none,1,1,1,0,mass_premium,140,0.0
widowed,62,2,65390,salary,40511,0.29,139490,1,2,0,11,11,0,0,4341,2,goods,1,0,0,private,finance,specialist,15,0,0,1,1649015,1,2,0,repair,396296,323633,21.9,4155,0.064,none,0,1,1,1,mass,68,1.0
single,90,0,111932,business,58872,0.65,114782,0,1,1,2,1,0,0,1635,13,utilities,1,1,0,private,medicine,specialist,4,0,0,1,647108,0,1,0,emergency,334271,323624,29.6,6865,0.061,real_estate,0,1,0,0,mass_premium,86,0.0
single,28,1,99154,salary,71597,0.23,167994,0,2,2,26,5,0,0,1971,18,goods,0,0,0,self_employed,education,manager,21,0,0,1,1578316,1,1,1,repair,117654,76239,20.1,21406,0.216,none,0,1,0,0,mass,190,0.0
single,101,0,20000,salary,16819,0.64,39089,0,0,1,6,0,0,0,2134,7,restaurants,1,0,1,private,IT,specialist,28,0,0,0,0,0,0,0,car,295666,232161,12.5,27277,1.364,none,1,1,0,0,mass,82,0.0
single,60,1,116043,salary,84477,0.35,156509,1,3,0,2,6,1,0,3083,14,utilities,1,1,1,private,education,specialist,0,0,0,1,1437674,0,1,0,repair,94434,91680,13.1,5169,0.045,none,0,0,0,0,mass,69,0.0
married,46,1,136491,salary,107235,0.65,169536,1,3,1,72,1,5,0,2978,10,goods,1,0,1,government,IT,specialist,10,1,187148,0,0,1,0,1,repair,509108,374928,15.9,8406,0.062,guarantor,0,0,1,0,mass,197,1.0
divorced,24,0,106176,pension,86929,0.63,214531,1,2,0,14,0,1,0,8737,10,utilities,1,0,0,self_employed,retail,specialist,0,0,0,0,0,0,0,1,refinancing,411465,400406,26.5,5481,0.052,none,0,1,0,1,mass,126,1.0
widowed,82,2,107585,salary,55198,0.35,150318,1,2,1,23,12,0,0,2217,6,utilities,0,0,0,private,medicine,manager,12,0,0,1,2669355,1,0,0,repair,149872,126779,19.6,6063,0.056,guarantor,0,0,1,1,private,12,0.0
married,60,1,61331,salary,36863,0.65,75013,1,2,0,2,20,1,0,3672,7,goods,1,1,1,government,IT,specialist,3,0,0,0,0,1,1,0,car,114783,111433,23.7,15643,0.255,real_estate,1,0,0,0,premium,90,0.0
divorced,69,1,53315,salary,32947,0.48,93671,0,2,0,14,9,0,0,8529,2,goods,1,0,0,government,retail,specialist,4,0,0,1,455015,0,0,0,car,267956,267531,21.8,8878,0.167,guarantor,1,0,0,0,mass,98,0.0
single,42,1,77435,salary,52613,0.39,143615,1,1,3,19,1,1,0,1898,11,travel,1,0,0,private,construction,specialist,15,0,0,1,3268036,1,1,0,car,392794,361321,22.9,4136,0.053,none,1,0,0,0,mass,179,1.0
married,57,0,102196,pension,43391,0.42,216713,1,0,3,4,4,1,0,1166,11,goods,1,0,1,private,medicine,specialist,7,0,0,1,200000,0,1,0,emergency,211257,194224,27.1,8877,0.087,car,0,1,1,0,mass_premium,72,0.0
married,52,1,101315,salary,70333,0.14,88101,0,3,2,2,1,1,0,2953,2,goods,1,0,0,private,retail,specialist,18,0,0,0,0,1,3,0,car,486959,320363,20.5,45923,0.453,none,0,0,0,0,mass,14,1.0
married,62,0,54677,salary,24290,0.58,59960,1,0,2,21,3,1,0,4677,6,travel,1,0,0,government,construction,specialist,2,0,0,1,1440079,1,1,0,car,363325,221466,13.8,32874,0.601,real_estate,1,0,0,0,mass,121,0.0
married,48,0,51129,salary,41071,0.28,108461,0,1,4,4,6,1,0,12082,6,goods,1,0,1,government,construction,manager,3,0,0,1,2549087,1,2,0,car,117856,108063,12.4,14750,0.288,none,0,0,0,0,mass_premium,239,0.0
married,26,0,20000,salary,17630,0.26,34083,1,1,1,13,4,0,0,1609,16,restaurants,1,0,0,individual_entrepreneur,education,manager,13,0,0,0,0,1,0,0,repair,236514,163085,20.1,18612,0.931,real_estate,0,0,0,0,private,19,0.0
married,133,0,92642,salary,50478,0.53,201063,1,1,1,22,14,4,0,2846,4,travel,1,0,0,private,medicine,specialist,29,0,0,0,0,1,0,0,emergency,331138,275474,28.4,54412,0.587,none,0,1,1,0,mass_premium,174,0.0
married,30,0,56357,self_employed,36818,0.32,88057,1,2,1,1,5,0,0,5357,1,goods,1,0,1,private,education,manager,6,0,0,0,0,0,2,0,repair,339953,339910,12.4,13675,0.243,none,0,1,0,0,mass,160,0.0
married,69,1,59463,salary,48259,0.41,94008,1,2,1,11,1,0,0,905,6,restaurants,0,0,1,private,retail,specialist,27,0,0,1,1153767,1,0,0,emergency,389964,292596,27.1,17139,0.288,none,0,0,0,0,mass_premium,47,0.0
widowed,20,2,130475,salary,72717,0.35,188127,0,3,1,21,8,1,0,2438,8,goods,1,0,1,private,IT,manager,1,0,0,0,0,1,1,0,repair,777841,655909,20.8,41130,0.315,none,0,1,0,0,mass_premium,96,1.0
married,20,0,90943,salary,43551,0.4,179615,0,1,0,2,6,0,0,1334,8,travel,1,0,1,private,construction,specialist,19,0,0,0,0,1,0,1,car,592846,453086,23.0,11820,0.13,none,1,1,0,0,mass,71,1.0
married,67,0,81301,self_employed,62563,0.23,146614,1,0,1,0,2,1,0,2861,3,travel,0,0,0,private,IT,specialist,17,0,0,0,0,0,1,0,car,165363,151450,23.1,5432,0.067,none,0,1,0,0,mass,193,0.0
married,69,2,99056,salary,74210,0.63,145378,1,1,3,6,9,1,0,1939,16,goods,1,0,0,private,IT,specialist,23,0,0,1,200000,1,0,0,car,46511,35008,29.7,11918,0.12,real_estate,0,0,0,0,mass_premium,101,0.0
married,96,0,119721,salary,82005,0.47,133947,1,1,2,26,3,0,0,873,9,utilities,1,0,1,private,construction,manager,13,0,0,0,0,1,0,0,refinancing,734690,669210,16.5,19656,0.164,none,0,1,0,0,mass,37,1.0
single,74,1,20000,salary,17444,0.24,16081,1,0,2,3,10,3,0,4454,12,restaurants,1,0,0,private,manufacturing,specialist,0,0,0,0,0,1,1,0,repair,302604,250446,28.2,3290,0.164,car,0,1,0,0,mass,7,0.0
single,61,1,50203,salary,44056,0.15,47958,0,1,2,4,2,0,0,8433,10,restaurants,1,0,0,private,manufacturing,specialist,11,0,0,1,200000,1,0,0,refinancing,283931,191238,17.2,9611,0.191,none,0,1,0,1,mass,157,0.0
single,41,1,61875,pension,51404,0.42,60843,1,0,1,0,0,0,0,16820,21,restaurants,1,0,0,private,education,manager,2,0,0,1,1762287,1,0,0,emergency,86531,61508,20.7,22456,0.363,none,0,1,1,0,mass,138,0.0
married,102,2,35758,salary,19542,0.38,63218,1,1,2,4,17,3,0,1033,7,goods,1,0,1,private,IT,specialist,21,0,0,1,1431755,0,0,0,car,203857,160197,19.2,22305,0.624,car,0,1,0,0,private,72,0.0
single,88,1,60717,salary,31128,0.66,126937,1,1,1,11,8,3,0,624,3,goods,1,1,0,private,manufacturing,specialist,2,0,0,0,0,1,0,0,car,266449,196845,28.7,16486,0.272,none,0,0,0,0,mass,38,0.0
married,33,0,20000,pension,16357,0.24,31533,0,2,1,25,8,0,0,6386,13,utilities,1,0,1,private,construction,manager,0,1,386096,1,449080,1,0,1,repair,574187,495448,13.5,36592,1.83,none,1,1,0,0,mass,235,1.0
married,65,1,102276,salary,74219,0.63,153847,0,1,6,2,0,1,0,1528,2,restaurants,1,0,1,private,retail,specialist,5,0,0,1,1333633,1,0,0,car,312548,266148,21.7,19869,0.194,real_estate,0,1,1,0,mass_premium,57,0.0
married,68,3,51887,self_employed,31031,0.56,53162,1,0,3,5,1,0,0,2134,7,utilities,1,1,0,private,retail,specialist,11,0,0,0,0,0,2,0,emergency,215437,195290,15.0,14026,0.27,real_estate,0,0,1,0,private,69,0.0
married,56,0,77033,salary,46595,0.39,179619,0,4,1,4,5,2,0,10485,14,utilities,1,0,1,private,manufacturing,specialist,6,0,0,1,1698533,1,0,0,repair,521279,441922,24.6,6621,0.086,real_estate,0,1,1,1,mass_premium,50,1.0
married,84,0,71795,salary,59350,0.62,147168,1,1,0,12,33,1,0,2553,3,restaurants,1,1,1,private,retail,manager,0,1,304493,0,0,1,0,0,education,273999,239649,22.8,10687,0.149,none,0,0,0,0,mass,121,0.0
married,85,1,89509,salary,43109,0.62,135046,0,2,0,11,12,0,1,432,0,goods,1,0,0,individual_entrepreneur,medicine,specialist,0,0,0,1,961748,1,2,1,refinancing,250296,203610,20.6,8042,0.09,none,0,0,0,0,mass_premium,5,2.0
widowed,60,1,20000,business,17439,0.53,19298,0,1,1,6,1,1,0,2662,14,goods,0,1,1,government,education,specialist,0,0,0,1,2142372,1,0,0,refinancing,30000,21166,24.2,3000,0.15,car,0,1,0,0,mass,79,0.0
married,57,1,85759,salary,61455,0.16,191958,1,0,1,33,5,0,0,1165,11,goods,0,1,0,private,manufacturing,top_manager,13,0,0,0,0,0,0,0,repair,90180,75209,22.6,13194,0.154,none,0,0,1,0,mass,88,0.0
married,102,0,60371,salary,48035,0.2,65706,1,1,1,21,7,0,0,858,5,goods,1,0,1,private,medicine,specialist,3,0,0,1,2827919,1,1,1,education,564543,440207,20.8,20114,0.333,none,0,1,1,0,mass_premium,50,1.0
married,88,2,84240,salary,49316,0.45,163825,1,1,2,11,5,0,0,2135,10,travel,1,0,1,individual_entrepreneur,finance,specialist,23,0,0,0,0,1,3,0,car,261072,160370,18.5,8081,0.096,guarantor,0,0,0,0,premium,66,0.0
single,66,0,28719,salary,19915,0.25,39555,0,0,1,13,1,2,0,1353,12,goods,0,0,0,private,construction,specialist,14,1,159879,1,1083026,1,1,0,refinancing,400040,386418,31.4,13947,0.486,real_estate,0,0,0,0,mass,51,1.0
married,24,1,84478,salary,65470,0.43,191025,0,2,2,5,10,0,0,998,8,restaurants,1,0,0,private,retail,specialist,3,1,282505,1,200000,1,2,1,refinancing,59130,47937,21.2,9400,0.111,real_estate,0,1,0,0,mass,196,0.0
divorced,73,1,115447,salary,71296,0.44,207551,1,1,0,55,6,1,0,7220,14,utilities,1,0,1,self_employed,education,specialist,4,0,0,0,0,1,1,1,refinancing,688028,557190,17.4,9982,0.086,guarantor,0,1,0,0,mass,230,1.0
widowed,82,0,76641,salary,49354,0.45,90939,0,1,2,5,28,1,0,15770,10,goods,1,0,1,private,finance,specialist,15,0,0,1,1460754,1,0,0,repair,54519,37667,16.6,31493,0.411,none,0,1,0,0,mass,219,0.0
married,20,0,44896,salary,31024,0.44,36883,1,2,0,14,12,1,0,5352,7,utilities,1,0,0,government,manufacturing,specialist,6,0,0,0,0,0,1,1,education,71903,47323,26.3,29214,0.651,none,1,0,0,0,private,76,0.0
married,71,0,46426,salary,20042,0.33,53901,1,2,1,26,1,1,0,6136,6,utilities,1,1,1,private,construction,manager,9,0,0,0,0,1,2,1,repair,237662,198655,14.0,39865,0.859,real_estate,0,0,0,0,mass,130,0.0
married,54,0,90168,salary,74983,0.23,128135,1,0,3,59,3,0,0,1117,2,utilities,1,0,0,private,construction,specialist,13,0,0,0,0,1,1,0,refinancing,201045,187979,23.4,13525,0.15,none,0,1,0,0,premium,227,0.0
single,59,1,89937,salary,74948,0.41,180256,1,2,0,20,6,0,0,10034,3,goods,1,0,1,self_employed,education,manager,8,0,0,1,2587531,0,0,0,education,231884,185653,20.5,10905,0.121,car,0,1,0,0,mass,138,0.0
married,42,0,82478,salary,44596,0.4,96284,1,3,3,0,8,0,0,2138,13,goods,1,0,1,private,retail,manager,18,0,0,1,1282954,0,0,1,repair,560416,431403,12.9,23375,0.283,real_estate,1,0,1,0,mass_premium,239,1.0
married,61,0,68686,salary,57690,0.27,85483,0,1,1,3,8,0,0,2446,1,goods,1,0,1,private,medicine,specialist,18,0,0,0,0,1,0,0,refinancing,111604,85232,20.1,3130,0.046,none,1,0,0,0,premium,146,0.0
married,99,1,77103,salary,59569,0.13,118713,0,3,0,14,6,0,0,1260,6,travel,1,0,0,private,retail,specialist,13,0,0,0,0,1,0,1,education,254757,200416,19.4,4208,0.055,guarantor,0,0,1,1,mass_premium,28,0.0
single,53,1,67728,salary,43453,0.22,59124,0,3,1,2,20,0,0,4508,1,goods,1,1,0,individual_entrepreneur,medicine,manager,3,0,0,1,1396688,1,1,0,repair,172863,150644,14.7,4644,0.069,real_estate,1,1,1,0,mass,77,0.0
married,89,1,56669,self_employed,32521,0.43,119360,0,0,1,12,4,1,0,1809,4,goods,1,0,1,individual_entrepreneur,manufacturing,manager,1,0,0,1,1681755,1,1,0,repair,203078,138024,30.8,11802,0.208,none,0,1,0,0,mass_premium,131,0.0
married,44,1,96511,salary,57876,0.42,90129,1,2,1,19,14,0,0,5581,3,utilities,1,1,1,government,finance,specialist,8,1,316718,1,1411586,1,0,0,repair,396694,335828,22.3,5483,0.057,none,0,1,0,0,mass,115,1.0
single,83,1,80854,salary,53946,0.18,165987,1,2,4,20,4,0,0,3459,2,restaurants,1,0,1,individual_entrepreneur,medicine,specialist,15,0,0,1,1807363,1,1,1,car,157174,136813,26.9,3221,0.04,car,0,0,0,0,mass,184,0.0
single,65,0,115168,pension,69821,0.46,144597,1,1,0,9,3,0,0,6558,4,travel,1,1,1,self_employed,IT,specialist,7,0,0,1,1238618,1,2,0,repair,455273,368617,30.7,4040,0.035,none,1,1,0,0,mass,119,1.0
divorced,73,0,109090,salary,66557,0.35,172567,0,4,2,1,4,2,0,2209,13,utilities,1,0,0,individual_entrepreneur,finance,specialist,18,0,0,0,0,0,1,0,repair,418390,304794,23.4,20119,0.184,car,0,1,0,0,mass_premium,224,1.0
married,65,0,79711,salary,39979,0.49,119380,1,0,1,7,11,2,0,2836,3,utilities,1,0,1,self_employed,construction,manager,17,1,0,1,1476366,0,1,0,emergency,242774,155362,17.5,29094,0.365,none,1,0,1,1,mass_premium,155,0.0
single,81,0,90838,business,68483,0.63,111780,1,1,2,4,4,1,0,2623,3,travel,1,0,1,government,education,specialist,16,0,0,0,0,1,2,0,car,489489,392489,18.4,3810,0.042,none,0,1,1,0,mass,121,1.0
single,20,2,36498,salary,25723,0.29,45064,1,0,3,27,2,0,0,536,9,restaurants,0,0,1,private,medicine,specialist,3,0,0,1,710961,0,0,1,refinancing,164031,125463,26.7,12011,0.329,real_estate,1,1,1,0,mass_premium,161,0.0
married,29,0,67284,pension,60283,0.31,162382,1,1,3,39,8,0,0,2702,9,restaurants,1,1,1,private,finance,specialist,17,1,5945,0,0,1,2,0,education,1207090,782872,30.8,26723,0.397,none,0,1,0,0,mass_premium,196,1.0
single,75,2,81993,salary,38587,0.51,108173,0,0,2,34,1,0,0,3759,8,travel,0,0,0,individual_entrepreneur,finance,specialist,0,0,0,0,0,1,0,0,repair,227593,174833,29.1,17780,0.217,none,0,1,1,0,mass_premium,135,0.0
married,20,1,20000,business,9137,0.67,22225,0,1,4,9,8,1,0,1713,8,goods,1,0,0,self_employed,finance,specialist,11,0,0,0,0,1,2,1,repair,79835,77915,12.2,14599,0.73,none,0,1,1,0,mass,187,0.0
divorced,51,0,85029,salary,55946,0.39,104231,0,1,1,5,8,0,0,1900,7,goods,1,0,0,private,education,specialist,28,0,0,0,0,0,3,0,refinancing,403530,316743,31.2,3000,0.035,car,0,1,0,0,mass,92,1.0
married,63,0,36427,pension,17339,0.2,72192,1,1,2,25,37,0,0,3319,2,utilities,1,1,0,private,education,manager,15,0,0,1,2558326,1,0,0,refinancing,81615,54252,20.9,44275,1.215,none,0,1,0,0,mass,36,0.0
single,44,0,40264,salary,28398,0.66,53353,0,2,1,9,1,0,0,2524,21,goods,1,1,0,private,retail,manager,0,0,0,0,0,1,1,1,car,400132,255757,15.0,26095,0.648,none,0,1,1,0,mass_premium,127,0.0
married,47,1,51468,salary,25634,0.38,56189,1,1,0,20,57,3,0,7699,2,restaurants,1,0,0,private,medicine,manager,8,0,0,1,1067072,1,2,1,education,357816,280802,22.9,18989,0.369,none,0,1,1,0,mass_premium,47,0.0
widowed,71,0,68932,business,44219,0.38,103716,1,2,2,5,1,1,0,11596,7,restaurants,1,0,1,government,finance,manager,11,0,0,1,755901,0,1,0,car,152793,152524,18.5,3633,0.053,none,1,1,0,1,mass_premium,22,0.0
married,90,0,23519,salary,16596,0.42,23514,1,1,3,35,18,1,0,3309,5,restaurants,0,0,1,self_employed,medicine,specialist,0,0,0,1,2447686,1,0,0,education,180690,145836,17.0,3000,0.128,none,1,0,1,0,mass,28,0.0
widowed,41,1,99982,self_employed,62890,0.25,147746,0,3,0,40,18,1,0,3403,3,goods,1,0,0,private,retail,specialist,0,0,0,0,0,1,0,0,education,660435,563474,12.2,13254,0.133,none,0,0,0,0,mass,174,1.0
divorced,50,2,76209,salary,42676,0.57,172672,1,0,2,3,2,0,0,1175,4,goods,1,0,1,private,retail,specialist,18,0,0,0,0,1,2,0,refinancing,495884,401395,23.6,4461,0.059,none,0,1,1,0,mass,144,1.0
married,46,1,137374,self_employed,108684,0.48,196987,1,2,1,11,0,0,0,6756,2,restaurants,1,0,1,private,education,specialist,13,0,0,0,0,1,0,0,emergency,367107,360596,12.1,9264,0.067,none,0,1,1,0,mass,191,1.0
single,20,5,80502,salary,66601,0.67,134763,1,4,0,17,2,3,0,3345,13,travel,1,0,1,self_employed,education,manager,1,0,0,0,0,1,0,0,refinancing,138014,99094,24.0,6523,0.081,none,0,1,1,0,mass,63,0.0
widowed,68,0,89978,pension,48500,0.22,192691,0,1,1,4,4,0,0,2758,11,travel,1,0,0,individual_entrepreneur,retail,specialist,28,0,0,1,760142,1,0,1,repair,366861,279897,26.5,5857,0.065,none,0,0,0,0,mass,235,0.0
married,88,0,40114,salary,32359,0.47,67277,0,1,1,2,5,0,0,3305,6,restaurants,1,0,1,self_employed,construction,manager,10,0,0,0,0,1,0,1,refinancing,184709,128043,19.8,22164,0.553,none,1,0,0,0,private,173,0.0
married,90,0,28636,salary,17061,0.41,25215,1,2,1,3,10,0,0,4809,7,restaurants,1,0,1,self_employed,manufacturing,specialist,10,1,427420,0,0,1,0,0,car,514949,499587,22.9,39713,1.387,real_estate,0,1,0,0,mass_premium,180,1.0
married,43,1,91670,salary,59018,0.64,106821,0,1,1,27,9,0,0,2200,7,restaurants,1,0,1,private,construction,specialist,0,0,0,0,0,1,0,1,education,71498,68236,17.3,25178,0.275,none,1,0,1,0,private,77,0.0
married,33,0,31734,self_employed,16370,0.12,73630,1,0,0,5,13,0,0,4463,4,utilities,1,0,1,government,medicine,specialist,14,0,0,0,0,1,1,1,emergency,269571,252205,22.8,45766,1.442,guarantor,1,0,1,1,mass,223,0.0
married,65,3,92464,business,65914,0.56,200065,1,2,1,10,11,0,0,2255,14,goods,1,0,1,individual_entrepreneur,manufacturing,specialist,22,0,0,0,0,1,1,0,emergency,375667,282476,25.8,17327,0.187,guarantor,0,0,0,0,mass_premium,37,0.0
married,85,2,129728,self_employed,58437,0.47,271538,0,2,1,0,0,1,0,7702,9,goods,0,0,0,self_employed,finance,manager,5,0,0,0,0,1,1,0,repair,1012735,816417,17.9,10819,0.083,none,0,0,0,0,mass,7,1.0
married,68,1,103101,salary,71739,0.46,178436,1,2,3,4,14,0,0,3269,16,goods,0,0,0,private,retail,specialist,20,0,0,1,1707106,0,2,1,car,312574,303636,19.2,31139,0.302,none,0,1,1,0,mass,48,0.0
married,72,2,89965,salary,80505,0.63,125999,1,2,0,11,8,0,0,5926,6,goods,1,0,0,private,construction,specialist,8,0,0,1,2431490,0,0,0,car,268885,260362,31.0,30057,0.334,none,0,0,1,0,mass,17,0.0
married,93,3,79432,salary,61697,0.45,157311,1,3,1,6,28,0,0,936,7,goods,0,0,0,private,IT,specialist,3,0,0,0,0,0,0,1,car,252720,160080,12.7,37939,0.478,none,1,1,1,0,mass,97,0.0
divorced,46,0,56561,salary,47936,0.53,109032,1,0,1,31,3,0,0,2880,4,restaurants,0,0,0,private,education,specialist,17,0,0,1,807633,1,1,1,car,265128,250153,20.6,5659,0.1,guarantor,1,0,1,0,mass,232,0.0
single,59,0,65990,salary,41712,0.49,124898,1,1,3,11,4,1,0,883,3,goods,0,0,0,private,finance,manager,22,0,0,0,0,1,3,0,car,265899,239428,20.3,6563,0.099,car,0,1,0,0,mass,65,0.0
married,105,0,50209,salary,23651,0.14,83158,1,0,2,20,4,2,0,12033,4,travel,0,0,0,private,retail,specialist,5,0,0,1,1176791,0,0,0,refinancing,204294,136808,31.5,5950,0.119,guarantor,0,1,1,0,mass,213,0.0
single,60,0,23960,salary,13039,0.17,29733,1,0,2,14,10,0,1,3249,10,utilities,1,0,0,private,IT,specialist,10,0,0,1,2830608,1,2,0,repair,308797,272704,24.9,3000,0.125,none,0,0,0,1,mass,99,2.0
single,33,1,71239,salary,30242,0.3,109724,1,3,1,54,4,2,0,6391,3,restaurants,1,0,1,private,manufacturing,specialist,7,0,0,1,1202953,1,0,0,refinancing,207905,167751,22.8,12937,0.182,none,0,1,1,0,mass_premium,57,0.0
widowed,48,1,108776,salary,70802,0.51,181721,1,1,4,9,3,2,0,4089,7,goods,1,0,1,private,IT,specialist,10,1,157622,0,0,0,1,1,refinancing,348783,309901,16.2,3000,0.028,none,1,1,0,0,mass_premium,209,0.0
married,41,1,24892,salary,18042,0.12,29054,1,0,1,4,2,3,0,4056,5,utilities,1,0,1,private,retail,manager,14,0,0,1,1429517,0,1,0,car,280230,204274,18.9,49389,1.984,none,0,1,0,0,mass,86,0.0
married,73,2,118947,self_employed,72824,0.56,141677,1,0,0,1,4,0,0,3066,5,travel,1,0,0,private,medicine,specialist,2,0,0,1,596410,1,0,0,emergency,181336,181093,25.0,23995,0.202,none,0,1,1,0,mass,91,0.0
