marital_status,living_area_sqm,children_count,monthly_income,income_source,total_expenses,dti_ratio,avg_monthly_turnover,has_credit_card,num_credit_contracts,num_closed_loans,total_overdue_days,max_overdue_days,num_past_delinquencies,has_bankruptcy,avg_transaction_amount,num_transactions_monthly,premium_category,uses_mobile_banking,uses_investment_products,has_autopayment,employment_type,employer_industry,position_level,work_experience_total_years,has_business,business_profit,owns_car,car_value,owns_real_estate,real_estate_count,owns_land,loan_purpose,requested_amount,approved_amount,loan_rate,monthly_payment,payment_to_income_ratio,collateral_type,has_guarantor,has_higher_education,is_salary_client,is_premium_client,client_segment,tenure_months
widowed,57,0,129068,business,42520,0.269,206614,1,6,8,0,0,0,0,4304,48,utilities,1,0,0,private,finance,specialist,21,1,34952,0,0,1,2,0,car,644286,644286,14.0,19852,0.154,car,0,1,0,0,mass_premium,41
single,42,0,41417,salary,28294,0.337,103088,1,2,0,0,0,0,0,5727,18,goods,0,0,0,private,transport,junior,0,0,0,1,662229,0,0,0,consumer,115419,115419,16.1,4066,0.098,none,0,0,1,0,mass,36
married,55,0,97677,salary,51784,0.312,274955,1,1,2,0,0,0,0,9165,30,goods,1,0,1,private,education,specialist,9,0,0,1,1155197,0,0,0,education,333353,333353,14.9,12378,0.127,none,0,1,1,0,mass_premium,33
married,76,0,103155,salary,63754,0.387,140912,1,4,6,0,0,0,0,7828,18,travel,1,0,1,public,IT,specialist,1,0,0,0,0,0,0,0,consumer,377323,377323,14.6,17591,0.171,car,0,1,1,0,mass_premium,25
married,75,3,117362,self_employed,87388,0.375,198042,1,0,2,0,0,0,0,9431,21,travel,1,0,1,self_employed,medicine,specialist,13,0,0,0,0,0,0,0,consumer,435978,435978,15.1,13427,0.114,none,0,1,0,0,mass_premium,42
married,97,3,154783,business,113191,0.442,349674,1,2,0,0,0,0,0,13987,25,utilities,1,0,0,individual_entrepreneur,manufacturing,manager,26,1,46871,0,0,1,2,0,repair,604220,604220,16.9,28832,0.186,none,0,1,0,1,premium,25
single,58,1,54180,self_employed,18826,0.236,90021,0,2,2,0,0,0,0,2572,35,utilities,1,0,0,individual_entrepreneur,retail,specialist,0,0,0,0,0,0,0,1,car,267434,267434,11.6,6200,0.114,car,0,1,0,0,mass,56
married,85,1,88344,salary,58688,0.449,138794,1,3,2,0,0,0,0,6035,23,restaurants,1,0,0,public,manufacturing,manager,10,0,0,1,1172133,0,0,0,car,669877,669877,12.8,19154,0.217,car,0,1,1,0,mass_premium,44
divorced,56,0,78426,salary,45515,0.344,183279,0,2,2,0,0,0,0,4953,37,utilities,1,0,1,private,IT,junior,7,0,0,0,0,0,0,0,repair,241467,241467,12.4,11013,0.14,guarantor,1,1,0,0,mass_premium,25
single,67,1,183784,self_employed,134665,0.392,460257,0,1,1,0,0,0,0,14383,32,travel,1,1,1,self_employed,education,manager,36,0,0,0,0,1,1,0,refinancing,622746,622746,17.1,24986,0.136,none,0,1,1,1,premium,31
married,58,0,183220,salary,116137,0.421,492382,1,1,2,0,0,0,0,12625,39,goods,1,0,0,private,transport,top_manager,23,0,0,0,0,0,0,0,car,1379322,1379322,13.0,36445,0.199,car,0,1,0,1,premium,49
married,99,3,71275,salary,65573,0.604,165348,0,3,2,26,16,1,0,5512,30,goods,1,0,0,private,education,specialist,2,0,0,0,0,0,0,0,mortgage,1307565,1307565,17.0,20120,0.282,real_estate,0,1,0,0,mass_premium,181
single,25,0,82927,self_employed,40983,0.274,148964,1,0,0,0,0,0,0,4138,36,restaurants,1,1,1,self_employed,retail,junior,8,0,0,0,0,0,0,0,refinancing,327676,327676,14.3,8371,0.101,none,0,1,0,0,mass_premium,53
divorced,44,0,172194,salary,97472,0.374,401566,1,0,0,0,0,0,0,17459,23,travel,1,0,1,self_employed,IT,manager,35,0,0,0,0,0,0,0,consumer,511319,511319,14.5,30274,0.176,none,0,0,1,1,premium,19
divorced,56,1,113185,salary,57117,0.273,166841,1,2,3,0,0,0,0,3972,42,restaurants,1,1,0,private,finance,specialist,25,0,0,0,0,0,0,0,consumer,315172,315172,16.0,10852,0.096,none,0,0,0,0,mass_premium,37
married,90,4,47989,salary,44150,0.647,67324,0,3,5,0,0,0,0,1603,42,utilities,1,0,0,private,retail,junior,9,0,0,1,481195,0,0,0,mortgage,996796,996796,17.6,15609,0.325,real_estate,0,0,0,0,mass,190
married,71,1,109851,salary,89683,0.483,260453,0,3,3,0,0,0,0,5919,44,travel,1,1,0,private,IT,specialist,17,0,0,1,1511408,1,1,1,car,805412,805412,16.2,21666,0.197,car,0,0,1,0,mass_premium,52
single,36,0,128069,salary,88642,0.405,322041,0,2,1,0,0,0,0,8704,37,utilities,1,0,1,private,IT,specialist,15,0,0,1,1600486,1,1,1,car,645909,645909,15.6,20799,0.162,car,0,1,0,0,mass_premium,40
single,28,0,79400,salary,48325,0.324,166775,1,3,4,0,0,0,0,7942,21,restaurants,1,0,1,private,retail,specialist,9,0,0,0,0,0,0,1,consumer,249858,249858,10.7,8773,0.11,guarantor,1,0,1,0,mass_premium,33
single,69,1,58786,business,50977,0.536,131702,1,6,7,0,0,0,0,3466,38,utilities,1,0,1,individual_entrepreneur,transport,specialist,0,1,37362,0,0,0,0,0,mortgage,1140342,1140342,12.0,13658,0.232,real_estate,1,1,1,0,mass,181
married,35,0,109602,salary,63622,0.426,185615,0,4,4,0,0,0,0,8070,23,utilities,1,0,1,private,retail,specialist,6,0,0,1,1670201,0,0,0,mortgage,2297116,2297116,9.8,24396,0.223,real_estate,1,1,1,0,mass_premium,180
married,82,1,114206,salary,77831,0.401,209696,0,2,2,0,0,0,0,5242,40,goods,1,0,0,public,transport,specialist,28,0,0,1,1388184,1,4,1,consumer,418412,418412,16.1,18571,0.163,guarantor,0,0,1,0,mass_premium,27
married,41,0,78601,salary,47826,0.343,188105,0,1,2,0,0,0,0,9405,20,travel,1,0,0,private,finance,specialist,13,0,0,1,568797,0,0,0,refinancing,417729,417729,14.2,10245,0.13,none,0,0,1,0,mass_premium,56
married,51,0,140524,self_employed,75793,0.365,379017,1,3,4,0,0,0,0,11844,32,utilities,1,1,0,self_employed,manufacturing,manager,19,0,0,0,0,1,2,0,repair,547634,547634,14.6,24694,0.176,guarantor,1,1,0,1,premium,26
married,55,1,177114,salary,110562,0.391,374106,0,3,3,0,0,0,0,11337,33,restaurants,1,0,1,private,manufacturing,top_manager,21,0,0,1,2330447,1,2,0,repair,853383,853383,12.1,30525,0.172,guarantor,1,1,1,1,premium,33
divorced,51,0,127771,salary,74326,0.382,140997,1,0,1,0,0,0,0,4700,30,goods,0,1,1,public,retail,specialist,40,0,0,0,0,0,0,0,consumer,370339,370339,13.2,22787,0.178,none,0,1,1,0,mass_premium,18
married,110,4,140718,salary,110618,0.538,313984,1,1,0,0,0,0,0,6280,50,travel,1,1,1,public,IT,manager,14,0,0,1,1999369,1,1,0,consumer,525045,525045,17.5,37031,0.263,none,0,1,0,1,premium,16
married,58,1,190845,salary,132365,0.433,264936,0,2,3,0,0,0,0,6308,42,utilities,1,0,1,self_employed,medicine,manager,30,0,0,0,0,1,1,1,consumer,696014,696014,14.9,36353,0.19,none,0,1,1,1,premium,22
single,53,1,71751,self_employed,49606,0.384,134311,1,5,5,0,0,0,0,7069,19,goods,1,0,0,private,medicine,specialist,8,0,0,0,0,0,0,0,consumer,264725,264725,17.9,10221,0.142,none,0,0,0,0,mass_premium,33
married,74,1,101679,salary,77390,0.417,243753,0,4,5,0,0,0,0,5804,42,goods,1,0,0,private,retail,specialist,14,0,0,1,717473,0,0,0,consumer,347592,347592,15.2,15276,0.15,none,0,1,1,0,mass_premium,27
divorced,58,0,134969,salary,77865,0.337,306937,1,1,1,0,0,0,0,19184,16,goods,0,0,0,private,finance,manager,17,0,0,1,1595387,1,1,0,car,736580,736580,9.5,18178,0.135,car,1,1,1,0,mass_premium,49
married,47,0,131746,self_employed,86764,0.371,202923,1,0,0,0,0,0,0,6149,33,utilities,1,0,0,self_employed,finance,specialist,11,0,0,0,0,1,1,0,refinancing,656464,656464,12.8,18457,0.14,guarantor,1,1,0,0,mass_premium,45
single,26,0,128595,business,65734,0.291,240440,0,1,1,0,0,0,0,7286,33,travel,1,0,0,private,education,manager,11,1,89770,1,1132081,0,0,0,consumer,295005,295005,15.9,14425,0.112,none,0,1,0,0,mass_premium,24
married,114,4,120719,salary,94497,0.468,146711,1,1,3,0,0,0,0,4192,35,goods,1,0,1,private,manufacturing,specialist,26,0,0,1,1903520,1,1,0,consumer,272015,272015,19.7,23407,0.194,none,0,0,1,0,mass_premium,13
married,83,3,53778,salary,49476,0.454,58365,1,3,4,0,0,0,1,1497,39,restaurants,1,0,1,public,education,manager,5,0,0,0,0,0,0,0,repair,189765,189765,17.4,7109,0.132,guarantor,1,0,0,0,mass,34
married,99,2,135220,salary,105863,0.413,222290,1,0,1,0,0,0,0,4730,47,goods,1,1,0,private,medicine,manager,14,0,0,1,1407197,0,0,0,repair,458926,458926,18.8,18796,0.139,none,0,1,1,0,mass_premium,31
widowed,51,0,139218,salary,60716,0.365,273840,1,0,1,0,0,0,0,7824,35,travel,1,0,0,self_employed,transport,manager,21,0,0,1,859045,0,0,0,car,1092038,1092038,8.5,29555,0.212,car,1,0,1,0,mass_premium,43
married,47,1,72627,salary,46710,0.367,141165,1,1,1,0,0,0,0,3137,45,utilities,1,0,0,private,manufacturing,junior,4,1,41479,0,0,1,1,1,consumer,250695,250695,14.8,10338,0.142,guarantor,0,1,1,0,mass_premium,29
single,48,0,101807,salary,37714,0.313,237804,1,3,5,0,0,0,0,6606,36,utilities,1,0,1,private,retail,specialist,30,0,0,1,1322988,0,0,1,mortgage,1792691,1792691,10.4,18674,0.183,real_estate,0,0,1,0,mass_premium,205
married,59,2,95016,salary,60768,0.338,232620,1,1,2,0,0,0,0,7269,32,goods,1,0,1,self_employed,manufacturing,specialist,17,0,0,1,668592,0,0,0,education,346534,346534,19.2,10857,0.114,none,0,0,1,0,mass_premium,45
married,39,1,89581,salary,70164,0.415,250579,0,4,4,0,0,0,0,7831,32,utilities,1,0,0,private,manufacturing,junior,15,0,0,1,804690,0,0,0,consumer,267140,267140,16.0,12639,0.141,car,0,0,0,0,mass_premium,25
single,56,2,72530,salary,42459,0.336,215914,1,0,0,0,0,0,0,5536,39,utilities,1,0,1,private,IT,specialist,0,0,0,0,0,0,0,0,consumer,200324,200324,16.3,9501,0.131,none,0,1,0,0,mass_premium,25
married,93,1,123052,salary,89531,0.402,268931,1,3,3,0,0,0,0,8964,30,restaurants,1,0,0,private,retail,manager,12,0,0,1,1606033,0,0,0,repair,487014,487014,17.0,18150,0.148,none,0,0,0,0,mass_premium,34
married,33,1,86687,self_employed,79312,0.561,126187,0,2,2,27,19,4,0,12619,10,utilities,0,0,0,self_employed,retail,specialist,18,0,0,0,0,1,1,0,repair,328069,328069,17.5,20849,0.241,real_estate,0,1,0,0,mass_premium,18
married,77,1,178470,salary,85647,0.335,369423,1,2,1,0,0,0,0,10865,34,utilities,1,1,1,private,IT,specialist,34,0,0,1,2081432,0,0,0,car,1152030,1152030,13.6,29862,0.167,car,0,1,0,1,premium,51
married,51,1,132812,salary,74368,0.359,298121,1,1,2,0,0,0,0,12422,24,restaurants,1,0,1,public,retail,manager,26,0,0,1,1997902,0,0,0,education,561305,561305,13.8,21616,0.163,real_estate,0,0,1,0,mass_premium,31
divorced,72,1,164996,salary,120065,0.371,300811,1,4,4,0,0,0,0,12534,24,utilities,1,1,1,private,IT,specialist,30,0,0,0,0,0,0,0,consumer,400398,400398,17.5,19231,0.117,none,0,1,0,1,premium,25
widowed,79,2,94754,self_employed,66503,0.372,113727,1,3,4,0,0,0,0,5986,19,utilities,1,0,1,self_employed,finance,specialist,1,0,0,0,0,0,0,0,consumer,253728,253728,18.9,11963,0.126,real_estate,0,0,0,0,mass_premium,26
married,96,1,131672,salary,98801,0.449,293455,0,5,5,0,0,0,0,6521,45,restaurants,1,0,0,public,IT,manager,16,0,0,1,1231053,0,0,0,refinancing,710166,710166,16.3,24535,0.186,guarantor,1,0,0,0,mass_premium,37
married,97,2,153512,self_employed,82480,0.321,309826,1,5,5,0,0,0,0,7557,41,restaurants,1,0,1,private,IT,specialist,29,0,0,0,0,1,1,1,consumer,468340,468340,14.1,20353,0.133,none,0,0,1,1,premium,27
married,80,2,81595,salary,59710,0.565,127967,1,5,5,0,0,0,0,5119,25,goods,1,0,1,private,finance,specialist,5,0,0,0,0,0,0,0,mortgage,1724249,1724249,16.3,25171,0.308,real_estate,0,0,0,0,mass_premium,199
married,88,3,119871,salary,67994,0.348,238662,1,1,1,0,0,0,0,8524,28,restaurants,1,0,1,private,manufacturing,specialist,25,0,0,0,0,0,0,0,consumer,430490,430490,13.0,17914,0.149,none,0,0,1,0,mass_premium,28
divorced,38,0,114442,salary,77741,0.394,325093,1,2,3,0,0,0,0,8555,38,goods,1,0,1,private,retail,specialist,26,0,0,0,0,1,1,0,education,489305,489305,13.8,17903,0.156,real_estate,0,1,1,0,mass_premium,33
single,40,1,111117,salary,63885,0.339,284669,1,1,1,0,0,0,0,15815,18,utilities,0,1,0,private,IT,junior,16,0,0,0,0,0,0,0,refinancing,402898,402898,14.6,15268,0.137,none,0,0,1,0,mass_premium,32
single,71,0,69862,self_employed,26779,0.264,150732,0,5,3,0,0,0,0,4710,32,utilities,1,0,0,self_employed,manufacturing,specialist,9,0,0,1,1002161,0,0,0,car,344877,344877,13.7,9085,0.13,car,0,0,1,0,mass,50
single,60,1,84701,self_employed,70086,0.416,163878,0,2,3,0,0,0,0,6070,27,goods,1,0,0,self_employed,medicine,specialist,3,1,49166,0,0,0,0,0,refinancing,380674,380674,17.8,10686,0.126,none,0,0,0,0,mass_premium,51
married,46,0,181720,salary,95530,0.513,420611,1,2,2,0,0,0,0,18287,23,utilities,0,1,1,private,education,manager,38,0,0,0,0,1,1,1,consumer,679560,679560,10.2,59794,0.329,none,0,1,1,1,premium,12
married,29,0,184722,business,122148,0.35,470510,0,2,3,0,0,0,0,12382,38,goods,1,0,0,individual_entrepreneur,IT,manager,21,1,47605,1,1690758,0,0,0,repair,568068,568068,16.1,21951,0.119,guarantor,1,0,0,1,premium,32
married,76,2,98783,salary,86560,0.442,120956,1,5,5,0,0,0,0,3101,39,utilities,0,0,1,private,education,specialist,23,0,0,0,0,0,0,0,refinancing,424289,424289,17.7,13393,0.136,none,0,0,1,0,mass_premium,43
married,118,4,66707,salary,61370,0.435,198670,0,1,1,0,0,0,0,5843,34,travel,1,0,0,public,finance,junior,10,0,0,0,0,0,0,0,education,226067,226067,19.9,7516,0.113,none,0,0,1,0,mass,42
married,63,2,122247,salary,85760,0.458,194976,1,1,1,0,0,0,0,5735,34,utilities,1,0,0,private,education,manager,17,0,0,1,825497,1,2,0,consumer,436466,436466,14.9,25930,0.212,none,0,1,1,0,mass_premium,19
married,77,4,136985,salary,105117,0.476,264786,1,2,0,0,0,0,0,9457,28,utilities,1,0,1,private,IT,specialist,22,0,0,0,0,0,0,0,car,985147,985147,17.7,28389,0.207,car,0,1,0,0,mass_premium,49
married,66,1,180631,self_employed,108281,0.434,284632,0,2,2,0,0,0,0,7298,39,travel,1,0,1,self_employed,IT,manager,24,0,0,1,1317858,0,0,0,repair,618052,618052,14.7,40488,0.224,car,0,1,1,1,premium,17
widowed,44,0,108042,salary,59343,0.333,258618,1,2,3,0,0,0,0,9578,27,utilities,1,0,0,private,manufacturing,specialist,28,0,0,1,857063,0,0,0,repair,505866,505866,14.8,15226,0.141,none,0,1,0,0,mass_premium,43
single,18,0,70473,self_employed,33152,0.371,176547,0,4,5,29,21,2,0,4012,44,travel,1,0,0,private,retail,specialist,4,1,61184,0,0,0,0,0,repair,281885,281885,13.6,14549,0.206,none,0,1,1,0,mass_premium,22
single,55,1,66933,salary,57660,0.468,56124,1,3,2,0,0,0,0,1403,40,goods,1,1,1,private,education,specialist,0,0,0,0,0,0,0,0,consumer,251580,251580,18.8,11169,0.167,none,0,1,1,0,mass,28
married,82,2,75925,salary,53371,0.416,150505,1,1,1,0,0,0,0,3421,44,travel,1,0,0,public,medicine,specialist,15,0,0,1,1223857,0,0,0,repair,315109,315109,14.3,12912,0.17,none,0,0,1,0,mass_premium,29
widowed,40,0,56098,salary,32469,0.446,119844,1,2,2,0,0,0,0,3745,32,restaurants,1,0,0,private,transport,specialist,0,1,25978,0,0,0,0,1,consumer,204716,204716,9.4,13662,0.244,none,0,1,1,0,mass,16
single,51,0,159203,salary,107398,0.388,267933,1,3,3,0,0,0,0,6535,41,travel,1,0,1,private,education,top_manager,14,0,0,1,2507788,0,0,0,consumer,392393,392393,13.4,24182,0.152,none,0,1,1,1,premium,18
married,103,4,80750,salary,74290,0.404,220575,1,0,0,0,0,0,0,10504,21,travel,1,0,1,public,finance,specialist,8,1,50549,1,484840,0,0,0,consumer,185832,185832,19.6,6602,0.082,none,0,1,0,0,mass_premium,38
widowed,47,1,104606,salary,57197,0.346,174281,1,1,2,0,0,0,0,4586,38,goods,1,0,1,private,manufacturing,specialist,21,0,0,1,1691921,1,2,0,repair,451359,451359,12.2,16169,0.155,real_estate,0,0,1,0,mass_premium,33
married,48,1,180065,salary,88559,0.322,458222,0,1,0,0,0,0,0,28639,16,goods,0,0,0,public,IT,specialist,37,0,0,1,2394936,0,0,0,repair,780465,780465,11.5,26989,0.15,guarantor,1,0,1,1,premium,34
married,59,0,55431,salary,25052,0.345,118738,1,5,6,0,0,0,0,6985,17,restaurants,1,0,1,private,retail,specialist,0,0,0,0,0,0,0,0,car,359470,359470,13.2,10342,0.187,car,0,0,0,0,mass,44
single,21,0,231281,salary,128986,0.352,273813,0,1,2,0,0,0,0,10141,27,utilities,1,1,0,private,manufacturing,top_manager,45,0,0,1,1851652,1,1,1,car,1526102,1526102,12.0,36242,0.157,car,0,1,1,1,premium,55
married,68,2,79555,salary,69502,0.428,119237,1,1,3,0,0,0,0,4258,28,utilities,1,0,1,private,retail,junior,13,1,23742,0,0,0,0,0,consumer,246833,246833,17.3,9688,0.122,none,0,1,1,0,mass_premium,32
widowed,55,1,163431,salary,82719,0.361,199814,0,2,4,0,0,0,0,12488,16,utilities,1,0,0,self_employed,transport,manager,20,0,0,1,2662159,1,1,1,refinancing,852744,852744,14.5,30033,0.184,none,0,1,1,1,premium,35
single,44,0,95350,salary,41883,0.3,249076,0,1,1,0,0,0,0,4790,52,goods,1,0,1,public,IT,specialist,2,1,72507,0,0,0,0,0,consumer,348206,348206,14.6,13922,0.146,none,0,1,1,0,mass_premium,30
married,51,1,147742,salary,93772,0.353,250507,1,1,3,0,0,0,0,14736,17,utilities,1,1,0,private,transport,specialist,30,0,0,0,0,1,1,0,consumer,357404,357404,14.6,19387,0.131,guarantor,1,1,1,1,premium,21
married,55,0,172874,salary,86415,0.291,284152,0,2,2,0,0,0,0,13531,21,travel,1,1,0,private,finance,manager,18,0,0,0,0,0,0,0,refinancing,684618,684618,12.9,19984,0.116,none,0,1,0,1,premium,43
married,28,0,129621,salary,49346,0.341,194649,0,2,3,72,14,1,0,5407,36,goods,1,0,0,private,medicine,specialist,14,0,0,1,857204,0,0,0,consumer,438076,438076,13.3,26987,0.208,guarantor,1,1,0,0,mass_premium,18
single,18,0,24351,salary,19725,0.49,40691,1,2,2,0,0,0,0,1403,29,utilities,1,0,0,private,retail,junior,0,0,0,0,0,1,2,0,consumer,79508,79508,16.9,5032,0.207,none,0,0,1,0,mass,18
married,77,3,73746,salary,67846,0.577,124634,1,3,3,0,0,0,0,2833,44,travel,1,0,1,private,medicine,junior,18,0,0,0,0,1,1,1,car,501808,501808,15.5,18770,0.255,car,0,0,1,0,mass_premium,33
married,58,1,194541,salary,113779,0.317,355466,1,4,4,0,0,0,0,9115,39,travel,1,0,1,public,medicine,manager,24,0,0,1,1264436,0,0,0,refinancing,676990,676990,18.0,21835,0.112,none,0,1,0,1,premium,42
married,99,2,94221,salary,84589,0.437,106952,0,1,1,0,0,0,0,3056,35,utilities,1,0,1,public,education,specialist,16,0,0,0,0,1,1,0,consumer,225230,225230,17.0,11547,0.123,none,0,1,1,0,mass_premium,23
single,18,0,191713,salary,68452,0.284,279684,1,1,0,0,0,0,0,7360,38,goods,1,0,1,individual_entrepreneur,IT,manager,30,0,0,1,1790711,1,1,0,repair,779472,779472,12.9,30536,0.159,none,0,0,1,1,premium,30
married,74,2,118217,salary,75792,0.355,145810,1,1,0,0,0,0,0,7290,20,goods,1,1,1,private,transport,junior,29,0,0,0,0,0,0,0,refinancing,515742,515742,14.6,15471,0.131,none,0,1,1,0,mass_premium,43
divorced,59,0,89128,salary,63470,0.38,100836,1,6,4,0,0,0,0,2292,44,travel,1,0,0,self_employed,education,junior,10,0,0,0,0,0,0,0,consumer,277790,277790,13.4,11613,0.13,none,0,0,1,0,mass_premium,28
married,61,0,142734,salary,90328,0.377,197680,1,1,0,0,0,0,0,9884,20,utilities,1,0,1,public,retail,specialist,36,0,0,0,0,1,1,1,refinancing,706837,706837,14.0,22201,0.156,none,0,1,1,1,premium,40
married,81,2,148978,salary,110146,0.391,394706,1,0,2,0,0,0,0,17941,22,restaurants,0,0,0,private,retail,manager,20,0,0,1,2211294,1,4,0,refinancing,619804,619804,11.9,19652,0.132,guarantor,1,1,1,1,premium,38
divorced,35,0,123512,self_employed,45438,0.263,182363,0,0,0,35,8,1,0,4448,41,goods,1,1,0,self_employed,education,specialist,16,0,0,1,1293301,1,1,0,repair,545612,545612,13.1,16581,0.134,none,0,1,0,0,mass_premium,41
married,80,3,127263,self_employed,117082,0.488,157791,1,0,2,0,0,0,0,5844,27,travel,1,0,1,individual_entrepreneur,retail,manager,17,0,0,1,1643901,1,2,0,refinancing,683407,683407,21.6,21122,0.166,none,0,0,0,0,mass_premium,49
married,66,1,109185,salary,62203,0.657,290960,0,3,4,41,21,4,0,7864,37,goods,1,0,1,private,transport,manager,14,0,0,0,0,0,0,0,repair,467852,467852,14.7,49989,0.458,guarantor,1,0,0,0,mass_premium,10
married,72,1,26434,salary,24319,0.596,15000,1,3,5,0,0,0,0,600,25,restaurants,1,0,1,public,retail,specialist,0,0,0,1,250000,0,0,0,mortgage,524254,524254,14.7,7240,0.274,real_estate,1,0,1,0,mass,180
married,56,1,192165,salary,98626,0.35,388687,1,1,2,0,0,0,0,16899,23,travel,1,1,1,private,IT,top_manager,13,1,39749,1,2802434,0,0,0,repair,826783,826783,11.3,32700,0.17,none,0,0,1,1,premium,29
married,108,4,73375,salary,67505,0.474,100876,1,3,0,0,0,0,0,2102,48,restaurants,1,0,0,self_employed,finance,specialist,4,0,0,0,0,1,1,0,consumer,191918,191918,17.6,11140,0.152,none,0,1,1,0,mass_premium,20
divorced,50,0,175189,salary,102183,0.383,417256,0,1,1,0,0,0,0,15454,27,utilities,0,1,0,private,education,manager,34,0,0,1,2409305,1,1,0,car,1136153,1136153,12.9,31416,0.179,car,0,1,1,1,premium,46
married,67,1,176864,salary,105692,0.372,164306,1,3,4,0,0,0,0,5666,29,travel,1,1,0,private,medicine,manager,32,0,0,0,0,1,2,1,mortgage,3105173,3105173,7.7,28848,0.163,real_estate,1,1,1,1,premium,183
divorced,61,0,128105,salary,87792,0.435,305067,1,1,0,0,0,0,0,9244,33,utilities,1,0,1,private,retail,specialist,25,0,0,1,1839428,0,0,0,mortgage,2169038,2169038,11.3,24940,0.195,real_estate,0,1,1,0,mass_premium,183
married,39,0,109801,salary,62769,0.447,278871,1,5,5,0,0,0,0,9960,28,utilities,1,1,0,private,finance,specialist,17,0,0,1,1631822,0,0,0,car,860870,860870,11.4,27083,0.247,car,0,0,1,0,mass_premium,38
single,51,0,88131,salary,45668,0.3,147363,1,1,1,0,0,0,0,3594,41,travel,1,0,1,public,medicine,manager,6,1,48188,1,698395,0,0,0,repair,320930,320930,13.5,10432,0.118,none,0,0,1,0,mass_premium,38
married,58,0,83227,salary,51836,0.328,157665,0,0,0,0,0,0,0,4261,37,goods,1,0,0,private,transport,specialist,12,0,0,1,1453106,0,0,0,car,432305,432305,12.8,9158,0.11,car,0,1,0,0,mass_premium,66
widowed,54,1,169724,self_employed,124542,0.485,404939,0,3,4,0,0,0,0,10656,38,utilities,1,0,0,self_employed,retail,manager,36,1,55312,0,0,1,1,0,car,1056697,1056697,14.1,38811,0.229,car,1,0,0,1,premium,33
married,31,0,120309,self_employed,70370,0.31,172727,1,4,3,0,0,0,0,4017,43,utilities,1,0,1,self_employed,retail,manager,12,0,0,1,1261881,0,0,0,consumer,331657,331657,13.0,12651,0.105,guarantor,1,0,0,0,mass_premium,31
single,76,0,28782,salary,19575,0.349,40695,1,3,5,0,0,0,0,1938,21,utilities,1,0,0,public,retail,junior,0,0,0,1,250000,0,0,0,education,81813,81813,14.6,3185,0.111,guarantor,1,0,1,0,mass,31
divorced,50,0,236582,salary,119952,0.419,378179,0,1,1,0,0,0,0,12606,30,utilities,1,0,0,private,IT,top_manager,29,0,0,1,2576043,0,0,0,mortgage,5200499,5200499,10.3,57224,0.242,real_estate,0,1,0,1,premium,177
single,72,1,159239,salary,68564,0.4,355001,1,2,1,0,0,0,0,14200,25,restaurants,1,0,1,private,IT,specialist,35,1,62821,1,1924020,1,1,0,consumer,582126,582126,12.8,39757,0.25,none,0,0,1,1,premium,16
widowed,57,0,193097,salary,103072,0.287,248180,0,5,7,0,0,0,0,7091,35,goods,1,1,0,private,medicine,manager,36,0,0,1,1905807,1,1,0,education,712197,712197,12.8,19331,0.1,car,0,1,0,1,premium,47
married,70,2,184061,business,147035,0.459,449559,1,2,1,0,0,0,0,29971,15,goods,1,0,1,individual_entrepreneur,medicine,specialist,26,1,132079,1,1360098,0,0,0,consumer,685519,685519,14.3,33024,0.179,real_estate,0,1,1,1,premium,24
married,64,0,219759,salary,112428,0.287,274128,1,3,4,0,0,0,0,7832,35,goods,1,0,1,private,finance,top_manager,28,0,0,1,3349881,1,1,0,refinancing,750183,750183,14.1,23617,0.107,none,0,0,1,1,premium,40
married,84,1,187487,self_employed,91945,0.343,311311,1,2,2,62,24,1,0,7075,44,travel,1,1,0,self_employed,education,top_manager,18,0,0,0,0,1,2,0,consumer,630148,630148,12.5,32192,0.172,guarantor,1,1,0,1,premium,22
single,31,0,41309,salary,20006,0.349,70440,0,1,1,0,0,0,0,3707,19,restaurants,1,0,1,public,retail,specialist,0,0,0,1,524325,0,0,0,consumer,138761,138761,13.1,7431,0.18,none,0,1,1,0,mass,21
single,60,0,149059,salary,108485,0.391,305535,1,3,5,0,0,0,0,20369,15,utilities,1,1,1,public,IT,manager,20,0,0,1,1666239,1,1,0,car,794517,794517,16.1,20250,0.136,car,0,0,0,1,premium,56
married,55,1,168812,self_employed,120665,0.435,247771,0,2,1,0,0,0,0,19059,13,restaurants,0,0,0,self_employed,medicine,manager,22,0,0,1,2029935,1,1,0,car,1341508,1341508,12.3,31177,0.185,car,1,1,0,1,premium,57
married,58,0,97702,self_employed,54803,0.477,200800,0,0,0,0,0,0,0,6477,31,goods,1,1,1,self_employed,medicine,specialist,13,0,0,0,0,0,0,0,consumer,344094,344094,17.9,27422,0.281,none,0,0,0,0,mass_premium,14
married,32,0,104684,salary,51415,0.323,166179,1,3,2,0,0,0,0,6392,26,restaurants,1,1,0,public,IT,specialist,16,0,0,1,1619936,0,0,0,refinancing,421114,421114,13.8,15813,0.151,guarantor,1,0,1,0,mass_premium,32
single,61,1,56249,salary,32560,0.36,62589,0,2,4,0,0,0,0,1897,33,travel,1,0,1,private,retail,specialist,4,0,0,1,654879,0,0,0,consumer,138893,138893,17.6,8838,0.157,none,0,1,1,0,mass,18
married,60,0,110148,business,57598,0.323,105262,1,3,3,0,0,0,0,3509,30,utilities,1,0,1,individual_entrepreneur,IT,specialist,7,1,34844,1,1750854,0,0,0,consumer,321483,321483,17.1,15372,0.14,none,0,0,0,0,mass_premium,25
